QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
Patho-General Patho-Cell Injury-008,2026,Surgery - 7 January (E),Pathology,General Pathology,Cell Injury,Councilman bodies occur in process of:,Hypertrophy,Cell Injury,Atrophy,Yellow fever,,B,Occurs in process of Cell Injury<br>Seen in disease – Yellow Fever
Patho-General Patho-Cell Injury-009,2026,Gynecology - 5 January (M),Pathology,General Pathology,Cell Injury,Councilman bodies occur in proctitis of:,Hypertrophy,Cell Injury,Atrophy,Yellow fever,,B,Occurs in process of Cell Injury. Seen in disease – Yellow fever.
Patho-General Patho-Cell Injury-010,2026,Radiology - 5 January (M),Pathology,General Pathology,Cell Injury,Councilman bodies are seen in:,Cell Injury,Cell Injury,Inflammation,Fibrosis,,A,
Patho-General Patho-Cell Injury-011,2026,Medicine - 6 January (E),Pathology,General Pathology,Cell Injury,Which tissue is most vulnerable to ischemia/hypoxia?,Cardiac muscle,Skeletal muscle,Neurons,Lens,,C,Neurons are highly sensitive to oxygen deprivation due to high metabolic demand and limited anaerobic capacity.
Patho-General Patho-Cell Injury-012,2026,Surgery - 6 January (E),Pathology,General Pathology,Cell Injury,"In hypoxic injury, cellular swelling results primarily from accumulation of which intracellular substance?",Water,Protein,Glycogen,Viral particles,,A,
Patho-General Patho-Cell Injury-013,2026,Surgery - 6 January (E),Pathology,General Pathology,Cell Injury,Which tissue is most susceptible to injury from ischemia and hypoxia?,Cardiac muscle,Skeletal muscle,Nail plate,Neurons,,D,
Patho-General Patho-Cell Injury-014,2026,Radiology - 5 January (M),Pathology,General Pathology,Cell Injury,Ionizing radiation primarily damages which cellular component?,Lipids,Proteins,DNA,Mitochondria,,C,
Patho-General Patho-Cell Injury-015,2026,Radiology - 6 January (M),Pathology,General Pathology,Cell Injury,A 50-year-old woman undergoes radiotherapy for cervical cancer. The ionizing gamma radiation used in her treatment primarily damages tumor cells via formation of...,DNA thymine dimers,Free radicals from water radiolysis,Cross-linking of proteins,Pyrimidine base alkylation,,B,
Patho-General Patho-Cell Injury-016,2026,Medicine - 5 January (E),Pathology,General Pathology,Cell Injury,Amorphous mitochondrial densities seen on histological examination of cells are characteristic of what type of injury?,Reversible cell injury,Irreversible cell injury,Cell Injury,Cell Injury,,B,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Irreversible cell injury</div><div style=""margin-bottom:8px;""><b>Concept:</b> Ultrastructural changes in cell injury</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Amorphous mitochondrial densities represent severe mitochondrial damage with loss of membrane integrity, a hallmark of irreversible cell injury.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Mitochondrial damage is a key point of no return in cell injury.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Reversible cell injury:</b></div>Includes swelling and fatty change only.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Cell Injury:</b></div>Programmed, non-inflammatory cell death.<div style=""color:#dc2626;margin-bottom:4px;""><br><b>✘ Cell Injury:</b></div>Broader pattern, but mitochondrial dense bodies specifically indicate irreversible injury stage.</div></div></div>"
Patho-General Patho-Cell Injury-017,2026,Medicine - 7 January (M),Pathology,General Pathology,Cell Injury,Amorphous densities in cytoplasm are a feature of:,Reversible cell injury,Irreversible cell injury,Normal cells,Cell Injury only,,B,
Patho-General Patho-Cell Injury-018,2026,Medicine - 6 January (E),Pathology,General Pathology,Cell Injury,Cellular swelling seen in hypoxic injury is primarily due to accumulation of which substance inside the cell?,Protein,Glycogen,Fat,Water,,D,Hypoxia → ATP depletion → Na+/K+ pump failure → water influx.
Patho-General Patho-Cell Injury-019,2026,Medicine - 6 January (E),Pathology,General Pathology,Cell Injury,Elderly diabetic man with black well-demarcated foot lesion; biopsy shows Staph aureus. Diagnosis:,Coagulative Cell Injury,Caseous Cell Injury,Fat Cell Injury,Gangrenous Cell Injury,,D,"Diabetic foot with infection leads to dry or wet gangrene, often colonized by bacteria."
Patho-General Patho-Cell Injury-020,2026,Surgery - 6 January (E),Pathology,General Pathology,Cell Injury,Which type of tissue Cell Injury is characteristic of tuberculosis?,Hyaline degeneration,Liquefactive,Caseous,Coagulative,,C,
Patho-General Patho-Cell Injury-021,2026,Surgery - 6 January (E),Pathology,General Pathology,Cell Injury,"The patient presents with epigastric pain radiating to the back and an elevated serum amylase, consistent with acute pancreatitis. Which type of Cell Injury is seen in this condition?",Caseous Cell Injury,Coagulative Cell Injury,Fat Cell Injury,Fibrinoid Cell Injury,,C,
Patho-General Patho-Cell Injury-022,2026,Surgery - 6 January (E),Pathology,General Pathology,Cell Injury,An elderly man with diabetes has a well-demarcated black lesion on his foot; biopsy grows Staphylococcus aureus. What is the most likely type of Cell Injury?,Caseous Cell Injury,Gangrenous Cell Injury,Coagulative Cell Injury,Fibrinoid Cell Injury,,B,
Patho-General Patho-Cell Injury-023,2026,Gynecology - 7 January (E),Pathology,General Pathology,Cell Injury,A young male presents with acute testicular pain and undergoes surgery for torsion. Fibrin deposition in vessel walls is noted. What type of Cell Injury is this?,Coagulative Cell Injury,Liquefactive Cell Injury,Fibrinoid Cell Injury,Caseous Cell Injury,,C,#NAME?
Patho-General Patho-Cell Injury-024,2026,Gynecology - 7 January (E),Pathology,General Pathology,Cell Injury,What type of Cell Injury is seen in Brain?,Fat Cell Injury,Coagulative Cell Injury,Fibrinoid Cell Injury,Liquefactive Cell Injury,Medial Cell Injury,D,
Patho-General Patho-Cell Injury-025,2026,Medicine - 7 January (M),Pathology,General Pathology,Cell Injury,"In the brain, the type of Cell Injury typically seen following ischemic infarction is:",Coagulative Cell Injury,Caseous Cell Injury,Liquefactive Cell Injury,Fat Cell Injury,,C,"Explanation: Brain - liquefactive Cell Injury. Kidney, heart and adrenal glands - Coagulative Cell Injury. Tb- caseous Cell Injury. Any vasculitis- fibrinoid Cell Injury. Dry gangrene - Coagulative Cell Injury. Breast trauma or abdominal trauma - Traumatic fat Cell Injury."
Patho-General Patho-Cell Injury-026,2026,Medicine - 8 January (M),Pathology,General Pathology,Cell Injury,Type of Cell Injury characteristically seen in brain infarction is:,Coagulative,Caseous,Fat Cell Injury,Liquefactive,,D,
Patho-General Patho-Cell Injury-027,2026,Surgery - 7 January (E),Pathology,General Pathology,Cell Injury,A patient with chronic hepatitis develops sudden testicular torsion; histology shows fibrin deposition in the tunica media of the testicular artery. The type of Cell Injury is:,Caseous Cell Injury,Fat Cell Injury,Fibrinoid Cell Injury,Coagulative Cell Injury,Liquefactive Cell Injury,C,"Fibrinoid Cell Injury occurs in immune-mediated vascular injury (e.g., PAN) associated with HBV. With fibrin-like deposits."
Patho-General Patho-Cell Injury-028,2026,Surgery - 7 January (E),Pathology,General Pathology,Cell Injury,A patient with chronic hepatitis B presents with sudden severe testicular pain due to testicular torsion. Histopathology shows fibrino-like deposition in the tunica media of the testicular artery. What type of Cell Injury is this?,Caseous Cell Injury,Fat Cell Injury,Fibrinoid Cell Injury,Coagulative Cell Injury,Liquefactive Cell Injury,C,"Fibrinoid Cell Injury is characterized by immune complex-mediated vascular injury, commonly seen in polyarteritis nodosa (PAN), which is associated with chronic hepatitis B."
Patho-General Patho-Cell Injury-029,2026,Surgery - 7 January (E),Pathology,General Pathology,Cell Injury,Cell Injury seen in brain infarction is,Coagulative,Caseous,Liquefactive,Fat,Fibrinoid,C,
Patho-General Patho-Cellular Adaptations-001,2026,Gynecology - 6 January (M),Pathology,General Pathology,Cellular Adaptations,"A reversible replacement of one differentiated (mature) cell type by another differentiated cell type, usually in response to chronic irritation, is known as:",Choriostoma,Dysplasia,Hyperplasia,Metaplasia,Atrophy,D,
Patho-General Patho-Cellular Adaptations-002,2026,Radiology - 6 January (M),Pathology,General Pathology,Cellular Adaptations,Which of the following describes metaplasia?,Replacement of one adult epithelium type by another,Dysplasia of epithelium,Hyperplasia of epithelium,Neoplasia,,A,"Metaplasia is reversible change where one mature epithelium type is replaced by another better suited to stress (e.g., squamous metaplasia in smokers)."
Patho-General Patho-Cellular Adaptations-003,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Cellular Adaptations,Changes seen in the lungs of a smoker,Decrease in number of cilia,Squamous metaplasia,Decrease in number of microvilli,Decrease in goblet cells,,B,
Patho-General Patho-Cellular Adaptations-004,2026,Medicine - 5 January (E),Pathology,General Pathology,Cellular Adaptations,Which cellular process mediates uterine involution following delivery?,Cell Injury,Cell Injury,Lysosomal degradation,Atrophy,,D,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Atrophy</div><div style=""margin-bottom:8px;""><b>Concept:</b> Postpartum uterine involution</div><div style=""margin-bottom:8px;""><b>Explanation:</b> After delivery, the uterus returns to pre-pregnancy size mainly through shrinkage of individual smooth muscle cells due to reduced hormonal stimulation. This is cellular atrophy, not Cell Injury as the dominant mechanism.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Uterine involution is a classic example of physiologic atrophy in adults.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Cell Injury:</b></div>Occurs minimally, not the main driver.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Cell Injury:</b></div>Pathological cell death, not physiologic.<div style=""color:#dc2626;margin-bottom:4px;""><br><b>✘ Lysosomal degradation:</b></div>Secondary process, not primary mechanism.</div></div></div>"
Patho-General Patho-Cellular Adaptations-005,2026,Medicine - 7 January (M),Pathology,General Pathology,Cellular Adaptations,Metaplasia is defined as:,Malignant transformation,Change of one type of epithelium to another,Cell Injury,Hyperplasia,,B,
Patho-General Patho-Cellular Adaptations-006,2026,Medicine - 8 January (M),Pathology,General Pathology,Cellular Adaptations,Which cellular adaptation is considered premalignant?,Hyperplasia,Hypertrophy,Metaplasia,Atrophy,,C,
Patho-General Patho-Cellular Adaptations-007,2026,Medicine - 8 January (M),Pathology,General Pathology,Cellular Adaptations,A Pap smear shows that the normal columnar epithelium of the endocervix has been replaced by stratified squamous epithelium. What is this change an example of?,Hyperplasia,Dysplasia,Metaplasia,Anaplasia,,C,
Patho-General Patho-Cellular Adaptations-008,2026,Medicine - 8 January (M),Pathology,General Pathology,Cellular Adaptations,A pathologist notes that one tissue type has been replaced by another mature tissue type in a biopsy. What is this process called?,Hyperplasia,Metaplasia,Dysplasia,Atrophy,,B,
Patho-General Patho-Cellular Adaptations-009,2026,Medicine - 7 January (M),Pathology,General Pathology,Cellular Adaptations,Which intervention reduces cellular aging?,High-protein diet,Resistance exercise,Reduced caloric intake,Smoking cessation,,C,
Patho-General Patho-Edema-001,2026,Surgery - 7 January (E),Pathology,General Pathology,Edema,Type of fluid due to CHF is:,Exudate,Transudate,,,B,,
Patho-General Patho-Edema-002,2026,Surgery - 7 January (E),Pathology,General Pathology,Edema,"A patient with a localized bacterial cellulitis develops marked swelling, warmth and an exudative fluid accumulation in the interstitial space. Pathologically, what type of edema fluid is expected in infected/inflamed tissue?","Transudative (low protein, fluid due to hydrostatic changes)","Exudative (high protein, fluid due to increased vascular permeability)",Lymphatic edema due to lymphatic obstruction only,Osmotic edema from hypoalbuminemia only,Fitting edema due to deep venous thrombosis,B,
Patho-General Patho-Edema-003,2026,Gynecology - 7 January (E),Pathology,General Pathology,Edema,Edema in feet that increases from morning to evening (worsens during day) is due to:,Increased hydrostatic pressure,Decreased plasma oncotic pressure,Lymphatic obstruction,Increased vascular permeability,,A,It is mainly in heart failure or gravity affect that increase during day. Decrease plasma oncotic pressure typically cause generalized edema like nephrotic syndrome or liver disease related edema. Increase vascular permeability is seen in allergic or inflammatory reaction.
Patho-General Patho-Edema-004,2026,Gynecology - 5 January (M),Pathology,General Pathology,Edema,A patient develops swelling with protein-rich fluid and inflammatory cells. What type of fluid is this?,Exudate,Transudate,Serous fluid,Lymph,,A,
Patho-General Patho-Hyperemia & Congestion-001,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Hyperemia & Congestion,A teacher asks Student in front of everyone a question she blushes what is the process called?,Secondary hyperemia,Active hyperemia,Vasovagal response,Parasympathetic stimulation,,B,
Patho-General Patho-Hyperemia & Congestion-002,2026,Radiology - 5 January (M),Pathology,General Pathology,Hyperemia & Congestion,Hyperemia is:,Active process,Passive process,Arterial obstruction,Venous congestion,,A,Hyperemia is an active increase in blood flow due to arteriolar dilation.
Patho-General Patho-Inflammation-001,2026,Medicine - 5 January (E),Pathology,General Pathology,Inflammation,Which cells primarily mediate granulomatous inflammation?,Neutrophils,Plasma cells,Epithelioid macrophages,Mast cells,,C,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Epithelioid macrophages</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Granulomatous inflammation is characterized by activated macrophages (epithelioid cells) forming granulomas.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Granuloma = epithelioid macrophages + giant cells.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Neutrophils:</b></div>Acute inflammation.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Plasma cells:</b></div>Antibody-producing cells.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Mast cells:</b></div>Allergic reactions.</div></div></div>"
Patho-General Patho-Inflammation-002,2026,Medicine - 5 January (E),Pathology,General Pathology,Inflammation,Which mediator is released by platelets during inflammation?,Histamine,Serotonin,Bradykinin,Prostaglandin E2,,B,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Serotonin</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Platelets release serotonin during inflammation, contributing to vasoconstriction and increased vascular permeability.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Platelets = serotonin reservoir.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Histamine:</b></div>Released mainly from mast cells.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Bradykinin:</b></div>Plasma-derived mediator.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Prostaglandin E2:</b></div>Produced via arachidonic acid pathway.</div></div></div>"
Patho-General Patho-Inflammation-003,2026,Medicine - 5 January (E),Pathology,General Pathology,Inflammation,What primarily causes the formation of an exudate during acute inflammation?,Increased hydrostatic pressure,Decreased plasma oncotic pressure,Increased vascular permeability,Lymphatic obstruction,,C,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Increased vascular permeability</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Exudate formation in acute inflammation is primarily due to increased vascular permeability, allowing plasma proteins and fluid to leak into the interstitial space.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Exudate = protein-rich fluid from leaky vessels.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Increased hydrostatic pressure:</b></div>Causes transudate, not exudate.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Decreased oncotic pressure:</b></div>Also causes transudate (e.g., nephrotic syndrome).<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Lymphatic obstruction:</b></div>Leads to lymphedema, not classic inflammatory exudate.</div></div></div>"
Patho-General Patho-Inflammation-004,2026,Medicine - 5 January (E),Pathology,General Pathology,Inflammation,In which of the following conditions are Langhans giant cells classically found?,Acute bacterial abscesses,Granulomatous inflammation,Viral inclusion bodies,Necrotizing fasciitis,,B,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Granulomatous inflammation</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Langhans giant cells are a hallmark of granulomatous inflammation, commonly seen in conditions like tuberculosis and sarcoidosis.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Langhans giant cells = granulomas (TB, sarcoid).</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Acute bacterial abscesses:</b></div>Neutrophil-rich pus, not giant cells.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Viral inclusion bodies:</b></div>Seen in viral infections, not granulomas.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Necrotizing fasciitis:</b></div>Acute severe bacterial infection with tissue Cell Injury, no granulomas.</div></div></div>"
Patho-General Patho-Inflammation-005,2026,Medicine - 7 January (M),Pathology,General Pathology,Inflammation,Markers of inflammation include:,"IL-2, TNF-alpha, Histamine","IFN, IL-1, interleukins","Complement C3, C4",CRP only,,B,
Patho-General Patho-Inflammation-006,2026,Medicine - 8 January (M),Pathology,General Pathology,Inflammation,"A biopsy shows aggregation of epithelioid histiocytes surrounded by lymphocytes, plasma cells, and fibrosis without caseous Cell Injury. What is the type of inflammation?",Acute suppurative inflammation,Granulomatous chronic inflammation,Fibrinous inflammation,Serous inflammation,,B,"Non-caseating granulomas are characteristic of chronic granulomatous inflammation (e.g., sarcoidosis, foreign body reactions)."
Patho-General Patho-Inflammation-007,2026,Gynecology - 5 January (M),Pathology,General Pathology,Inflammation,Hyperemia occurring due to arterial dilatation is an example of which process?,Active process,Passive process,Immune-mediated process,Hormonal process,,A,
Patho-General Patho-Inflammation-008,2026,Radiology - 5 January (M),Pathology,General Pathology,Inflammation,Initial step of acute inflammation:,Chemotaxis,Margination,Migration,Diapedesis,,B,"Margination<br>- Due to Increase vascular permeability RBC acquire central position and Neutrophil peripheral or marginal position called margination<br>Rolling<br>- Leukocytes roll along the endothelium called Rolling<br>Adhesion<br>- Adhesion of Leukocyte to Endothelium<br>- WBC attach to Endothelium -ICAM<br>- WBC attach to bacteria – Opsonin<br>Transmigration(Diapheses).<br>- Migration of neutrophils along the smooth epithelium of blood vessels<br>Migration(Chemotaxis).<br>- Movement of Leukocyte toward site of injury by chemical mediators<br>Phagocytosis, Degranulation and killing<br>- Neutrophil and macrophage recognize organisms if they are coated with Fc Fragment of IgG and C3b component of complement and then attach and finally kill them"
Patho-General Patho-Inflammation-009,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Inflammation,Which factor initially activates both the clotting cascade and the kinin (bradykinin) pathway?,Interleukin-1,Factor VII,Factor VIII,Factor II,Factor XII (Hageman factor),E,"Hageman factor (Factor XII) activates:<br>- Intrinsic coagulation pathway<br>- Bradykinin system (via kallikrein-kinin system)<br>Other factors (VII, VIII, IX) are involved in coagulation but do not activate bradykinin."
Patho-General Patho-Inflammation-010,2026,Radiology - 5 January (M),Pathology,General Pathology,Inflammation,Inflammatory fluid is called:,Transudate,Exudate,Lymph,Plasma,,B,
Patho-General Patho-Inflammation-011,2026,Surgery - 6 January (E),Pathology,General Pathology,Inflammation,"Liver histology shows a central necrotic area surrounded by epithelioid cells, lymphocytes, and multinucleated giant cells. This pattern is characteristic of which type of Cell Injury?",Acute appendicitis,Coagulative Cell Injury,Caseous Cell Injury,Fat Cell Injury,,C,
Patho-General Patho-Inflammation-012,2026,Radiology - 5 January (M),Pathology,General Pathology,Inflammation,Kinin and coagulation pathway after tissue injury is activated by which factor?,Factor II,Factor III,Factor XII,Factor X,,C,Factor XII (Hageman factor) rates intrinsic coagulation and kinin ways after injury.
Patho-General Patho-Inflammation-013,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Inflammation,Which of the following correctly describes the first step in leukocyte extravasation during acute inflammation?,Adhesion,Pavementing,Margination,Rolling,Transmigration,C,"The steps for the sequence of WBCs to the inflammation site are: Migration > Rolling > Adhesion > Transmigration (Diapedesis, Migration) > Chemotaxis Phagocytosis/Action."
Patho-General Patho-Inflammation-014,2026,Gynecology - 5 January (M),Pathology,General Pathology,Inflammation,"During acute inflammation, leukocytes first slow down and begin interacting with the endothelium. What is the earliest step?",Chemotaxis,Margination,Rolling,Adhesion,,B,Sequence: Margination > Rolling > Adhesion > Transmigration > Chemotaxis.
Patho-General Patho-Inflammation-015,2026,Gynecology - 5 January (M),Pathology,General Pathology,Inflammation,Correct sequence of events for neutrophil migration toward site of acute inflammation:,"Margination, adhesion, rolling, transmigration","Margination, rolling, adhesion, transmigration","Rolling, adhesion, margination, transmigration","Transmigration, rolling, adhesion, Margination",,B,
Patho-General Patho-Inflammation-016,2026,Surgery - 7 January (E),Pathology,General Pathology,Inflammation,A boy presents with pain and swelling in the arm. Surgeons examines but boy refuses due to pain. Which mediator is mainly responsible for pain at the site?,Prostaglandins,Histamine,Leukotrienes,Bradykinin,,D,
Patho-General Patho-Inflammation-017,2026,Gynecology - 7 January (E),Pathology,General Pathology,Inflammation,Edema fluid due to inflammation:,Exudate,Transudate,Serous,Fibrinous,,A,
Patho-General Patho-Intracellular Accumulations-001,2026,Medicine - 6 January (E),Pathology,General Pathology,Intracellular Accumulations,"A known case of Alzheimer disease died. On autopsy, his heart appears atrophied and brown in color. Which pigment is responsible?","Lipofuscin (""wear and tear"" pigment)",Kayser–Fleischer pigment,Hemochromatosis,Neurofibrillary tangles,Atherosclerotic plaque,A,"A yellow-brown ""wear and tear"" pigment associated with normal aging. Composed of polymers of lipids and phospholipids complexed with protein. May be derived through lipid peroxidation of polyunsaturated lipids of subcellular membranes. Autopsy of elderly person will reveal deposits in heart, colon, liver, kidney, eye, and other organs."
Patho-General Patho-Intracellular Accumulations-002,2026,Surgery - 6 January (E),Pathology,General Pathology,Intracellular Accumulations,"A patient with known Alzheimer's disease died; autopsy revealed a small, brown heart. Which pigment is responsible for the brown discoloration?","Lipofuscin (""wear and tear"" pigment)",Neurofibrillary tangles,Kayser-Fleischer pigment,Melanin pigment,,A,
Patho-General Patho-Intracellular Accumulations-003,2026,Radiology - 5 January (M),Pathology,General Pathology,Intracellular Accumulations,Alcoholic with hepatocytes showing clear cytoplasm on H&E. Cause:,Glycogen,Triglycerides (TGs),Protein,Water,,B,Fatty change (steatosis) in alcoholic liver. TG accumulation → clear vacuolated cells on H&E.
Patho-General Patho-Intracellular Accumulations-004,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Intracellular Accumulations,A clear cytoplasm in a hepatocyte is most likely due to accumulation of which of the following molecules?,Glycogen,Protein,Mucin,Water,Cholesterol crystals,A,
Patho-General Patho-Neoplasia-001,2026,Medicine - 8 January (M),Pathology,General Pathology,Neoplasia,UV light most commonly causes mutation in which gene?,RB gene,TP53,KRAS,MYC,,B,
Patho-General Patho-Neoplasia-002,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Neoplasia,Which of the following is associated with carcinoma in smokers?,Aniline dye,Hydrocarbons (Polycyclic aromatic),Asbestos,Silicon,Plastic,B,
Patho-General Patho-Neoplasia-003,2026,Surgery - 7 January (E),Pathology,General Pathology,Neoplasia,Cigarette smoke contains many carcinogens. Which of the following is a major carcinogen present in cigarette smoke?,Polycyclic aromatic hydrocarbons,Nitrosamines,Aflatoxin B1,Arsenic,,A,
Patho-General Patho-Organelles-001,2026,Surgery - 7 January (E),Pathology,General Pathology,Organelles,Mitochondria contain which of the following?,Paternal DNA,mRNA,Maternal DNA,RNA,,C,"Mitochondria contain their own circular DNA, known as mitochondrial DNA (mtDNA). This DNA is inherited almost exclusively from the mother because the mitochondria in the sperm cell are typically destroyed after fertilization."
Patho-General Patho-Organelles-002,2026,Surgery - 6 January (E),Pathology,General Pathology,Organelles,From which cellular organelle is the sperm acrosome derived?,Mitochondria,Chloroplast,Golgi apparatus,Lysosome,,C,
Patho-General Patho-Postmortem Changes-001,2026,Surgery - 7 January (E),Pathology,General Pathology,Postmortem Changes,"During autopsy of a patient who died suddenly, a clot is found in the right atrium. It has a gelatinous yellow upper part and a red lower part. Which of the following best describes this finding?",Ante-mortem thrombus,"Chicken fat"" clot",Mural thrombus,Embolus,,B,
Patho-General Patho-Postmortem Changes-002,2026,Gynecology - 5 January (M),Pathology,General Pathology,Postmortem Changes,A postmortem blood clot showing yellow supernatant and red dependent portion is known as:,Thrombus,Antemortem clot,Chicken fat clot,Saddle embolus,,C,
Patho-General Patho-Postmortem Changes-003,2026,Anesthesia - 5 January (M),Pathology,General Pathology,Postmortem Changes,A dead body is found and sent for post-mortem. Which of the following describes a post-mortem clot?,Antemortem thrombi,Lines of Zahn,Chicken fat appearance,Trans-mural thrombus,Cerebral thrombus,C,Line of Zahn seen in<br>- Coralline Thrombus<br>- Pre mortem Thrombus<br>- Arterial Thrombus<br><br>Chicken Fat Appearance seen in<br>- Post Mortem Thrombus
Patho-General Patho-Postmortem Changes-004,2026,Gynecology - 7 January (E),Pathology,General Pathology,Postmortem Changes,"During autopsy of a patient who died suddenly, a clot is found in the right atrium. It has a gelatinous yellow upper part and a red lower part. Which of the following best describes this finding?",Ante-mortem thrombus,Post-mortem clot (“chicken fat” clot),Mural thrombus,Embolus,,B,Types of thrombi Arterial (White) - Develop in arteries or heart - On Transection Dark gray lines of Aggregated platelets interspersed between paler layer of Coagulated Fibin these lamellae called Lines of Zahn Form Snake like structure away from heart Venous (Red) Rich in RBC so are red On Transection Fibrin seen Form snake like structure towards Heart Venous Thrombi vs Postmortem Clot Venous thrombi are firm and Postmortem clot rubbery Venous thrombi rich in RBC and Post mortem clot dependent port rich in RBC appear as Red Currant Jelly and Supernat Portion free of RBC appear as Chicken Fat Venous thrombi attach to vessel and Postmortem clot not
Patho-General Patho-Postmortem Changes-005,2026,Radiology - 5 January (M),Pathology,General Pathology,Postmortem Changes,Postmortem thrombi appear as:,Chicken fat supernatant,Red thrombus,White thrombus,Mixed thrombus,,A,
Patho-General Patho-T&E-001,2026,Gynecology - 6 January (M),Pathology,General Pathology,Thrombosis & Embolism,A patient develops sudden respiratory distress after a long bone fracture. Fat embolism is suspected. Which diagnostic method confirms the presence of fat emboli?,Blood culture,CT angiography,Frozen section of fat,Chest X-ray,Arterial blood gases,C,
Patho-General Patho-T&E-002,2026,Medicine - 5 January (E),Pathology,General Pathology,Thrombosis & Embolism,What is the principal underlying cause of a DVT developing on the 8th day post-surgery?,Hypercoagulability,Endothelial injury,Venous stasis,Thrombocytosis,,C,"<div class=""explanation-container""><div class=""explanation-text""><div style=""color:#16a34a;font-weight:800;margin-bottom:6px;"">✔ Correct Answer: Venous stasis</div><div style=""margin-bottom:8px;""><b>Explanation:</b> Postoperative immobility leads to venous stasis, a key component of Virchow’s triad causing DVT.</div><div style=""margin-bottom:10px;padding:8px 10px;background:#ecfdf5;border-left:4px solid #16a34a;border-radius:6px;""><b>Clinical Pearl:</b> Surgery + immobility → stasis → DVT.</div><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Hypercoagulability:</b></div>Also contributes but less specific here.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Endothelial injury:</b></div>Occurs during surgery but stasis dominates post-op.<br><br><div style=""color:#dc2626;margin-bottom:4px;""><b>✘ Thrombocytosis:</b></div>Not primary mechanism.</div></div></div>"
Patho-General Patho-T&E-003,2026,Medicine - 8 January (M),Pathology,General Pathology,Thrombosis & Embolism,Which of the following is component of Virchow’s triad?,Endothelial injury,Sepsis,Hypercalcemia,Vasodilation,,A,
