QuestionID,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
Rafi-Endo-Hormone Mechanisms-023,Endocrinology,Hormone Mechanisms,Which hormone acts via cAMP?,ADH,Aldosterone,Thyroxine,Cortisol,Estrogen,A,"Option A is correct: The text states ""Which hormone acts via cAMP? = ADH"". Option B is incorrect: Steroid. Option C is incorrect: Nuclear. Option D is incorrect: Steroid. Option E is incorrect: Steroid."
Rafi-Endo-Hypothalamus-001,Endocrinology,Hypothalamus,A lesion in the supraoptic nucleus will lead to the decreased secretion of which hormone?,Oxytocin,Prolactin,Growth Hormone,ADH (Antidiuretic Hormone),TSH,D,
Rafi-Endo-Hypothalamus-002,Endocrinology,Hypothalamus,ADH and vasopressin primarily originate in which structure before being released by the posterior pituitary?,Anterior pituitary,Thalamus,Hypothalamus,Pineal gland,Adrenal medulla,C,
Rafi-Endo-Hypothalamus-003,Endocrinology,Hypothalamus,Which of the following is an example of a neuro-hypophysial hormone involved in labor?,Prolactin,Estrogen,Progesterone,Oxytocin,LH,D,
Rafi-Endo-Hypothalamus-004,Endocrinology,Hypothalamus,Which hormone of the anterior pituitary is under direct inhibitory control of the hypothalamus?,FSH,LH,TSH,ACTH,Prolactin,E,
Rafi-Endo-Hypothalamus-005,Endocrinology,Hypothalamus,A 15-year-old tall girl with mammary discharge and increased prolactin will likely show an increase in which cells?,Basophils,Chromophobes,Eosinophils,Neutrophils,Lymphocytes,C,
Rafi-Endo-Hypothalamus-006,Endocrinology,Hypothalamus,Which hypophyseal structure receives signals from the hypothalamus via the hypophyseal portal vein?,Neurohypophysis,Pars nervosa,Adenohypophysis,Infundibulum,Median eminence,C,
Rafi-Endo-Hypothalamus-007,Endocrinology,Hypothalamus,Which of the following is NOT a tyrosine derivative?,Dopamine,Norepinephrine,Epinephrine,Thyroid hormone,Prolactin,E,
Rafi-Endo-Hypothalamus-008,Endocrinology,Hypothalamus,The immediate effect of insulin at the cellular level is the entry of which ion into the cell?,Sodium,Calcium,Magnesium,Potassium,Chloride,D,
Rafi-Endo-Hypothalamus-009,Endocrinology,Hypothalamus,Which of the following is a classic example of a positive feedback mechanism?,Blood pressure regulation,Thermoregulation,CO2 transport,Child birth,Tubuloglomerular feedback,D,
Rafi-Endo-Hypothalamus-010,Endocrinology,Hypothalamus,The main role of feedback inhibition in the endocrine system is to:,Amplify the hormone signal,Bring the hormone to normal levels,Create a vicious cycle,Stop all hormone production permanently,Increase receptor density,B,
Rafi-Endo-Insulin-001,Endocrinology,Insulin,"Which hormone primarily causes protein, fat, and carbohydrate storage?",Glucagon,Cortisol,Growth Hormone,Insulin,Thyroxine,D,"Option D is correct: The text states ""Which hormone causes protein, fat, and carbohydrate storage? = Insulin"". Option A is incorrect: Catabolic. Option B is incorrect: Catabolic/Anabolic mix. Option C is incorrect: Lipolytic. Option E is incorrect: Catabolic."
Rafi-Endo-Insulin-002,Endocrinology,Insulin,"In a patient with insulin deficiency, there is an increased formation of:",Glycogen,Protein,Ketone bodies,Fatty acids,Triglycerides,C,"Option C is correct: The text states ""In a patient with insulin deficiency, there is an increased = Ketogenesis in the liver"". Option A is incorrect: Insulin promotes glycogen. Option B is incorrect: Insulin promotes protein. Option D is incorrect: Insulin promotes fat storage. Option E is incorrect: Insulin promotes fat storage."
Rafi-Endo-Insulin-003,Endocrinology,Insulin,Effect of insulin on adipose tissue is to increase:,Hormone-sensitive lipase,Lipoprotein lipase,Gluconeogenesis,Glycogenolysis,Ketogenesis,B,"Option B is correct: The text states ""Effect of insulin on adipose tissue = Increase Lipoprotein lipase"". Option A is incorrect: Insulin inhibits hormone-sensitive lipase. Option C is incorrect: Liver function. Option D is incorrect: Liver/muscle function. Option E is incorrect: Liver function."
Rafi-Endo-Insulin-004,Endocrinology,Insulin,What is the most sensitive test for growth hormone deficiency?,Glucose tolerance test,Insulin tolerance test,Random blood sugar,HbA1c,Arginine stimulation test,B,"Option B is correct: The text (Page 232) states ""The most sensitive test for growth hormone deficiency is = Insulin tolerance test"". Option A is incorrect: Used for diabetes/acromegaly. Option C is incorrect: Non-specific. Option D is incorrect: Diabetes monitoring. Option E is incorrect: Not listed as most sensitive."
Rafi-Endo-Insulin-005,Endocrinology,Insulin,"Diagnosis in a patient with CNS symptoms, high insulin levels, increased C-peptide level, and hypoglycemia is:",Type 1 Diabetes,Type 2 Diabetes,Insulinoma,Addison's disease,Hypothyroidism,C,"Option C is correct: The text states ""Diagnosis in a patient with CNS symptoms, high insulin levels, increased C-peptide level, and hypoglycemia = Insulinoma"". Option A is incorrect: Low insulin. Option B is incorrect: Insulin resistance. Option D is incorrect: Cortisol deficiency. Option E is incorrect: Thyroid deficiency."
Rafi-Endo-Insulin-006,Endocrinology,Insulin,A 50-year-old diabetic patient in hyperglycemic coma. The insulin of choice is:,Protamine zinc insulin,NPH insulin,Regular insulin,Glargine,Lente insulin,C,"Option C is correct: The text states ""A 50-year-old diabetic patient in hyperglycemic coma. The insulin of choice is = Regular insulin"". Option A is incorrect: Long acting. Option B is incorrect: Intermediate acting. Option D is incorrect: Long acting. Option E is incorrect: Intermediate acting."
Rafi-Endo-Insulin-007,Endocrinology,Insulin,Na/K ATPase activity is stimulated by which hormone?,Glucagon,Cortisol,Insulin,Somatostatin,ADH,C,"Option C is correct: The text states ""Na/K ATPase activity is stimulated by? = Insulin"". Option A is incorrect: Not mentioned. Option B is incorrect: Not mentioned. Option D is incorrect: Not mentioned. Option E is incorrect: Not mentioned."
Rafi-Endo-Insulin-008,Endocrinology,Insulin,The delayed action of insulin includes:,Glucose uptake,Glycolysis,Lipogenesis,Transcription of mRNA for lipogenic enzymes,Potassium entry,D,"Option D is correct: The text states ""The delayed effects of insulin include = Transcription of mRNA for lipogenic enzymes"". Option A is incorrect: Immediate/Intermediate. Option B is incorrect: Immediate/Intermediate. Option C is incorrect: Immediate/Intermediate. Option E is incorrect: Immediate effect."
Rafi-Endo-Insulin-009,Endocrinology,Insulin,"During long-term fasting, the major control of the rate of gluconeogenesis is by availability of:",Glucose,Lactate,Alanine in blood,Glycerol,Pyruvate,C,"Option C is correct: The text states ""During long-term fasting, the major control of the rate of gluconeogenesis is by = Availability of alanine in blood"". Option A is incorrect: Substrate is needed. Option B is incorrect: Not listed as major control. Option D is incorrect: Not listed as major control. Option E is incorrect: Not listed as major control."
Rafi-Endo-Insulin-010,Endocrinology,Insulin,The most active gluconeogenesis results from the metabolism of:,Fats,Proteins,Carbohydrates,Nucleic acids,Ketones,B,"Option B is correct: The text states ""The most active gluconeogenesis results from the metabolism of = Proteins"". Option A is incorrect: Text specifies proteins. Option C is incorrect: Goal is to make carbs. Option D is incorrect: Not primary source. Option E is incorrect: Byproduct."
Rafi-Endo-Insulin-011,Endocrinology,Insulin,Which of the following is the immediate effect of Insulin?,Glycolysis,Lipogenesis,Potassium entry into the cell,Protein synthesis,mRNA transcription,C,"Option C is correct: The text states ""Which of the following is the immediate effect of Insulin = Potassium entry into the cell"". Option A is incorrect: Metabolic effect. Option B is incorrect: Metabolic effect. Option D is incorrect: Anabolic effect. Option E is incorrect: Delayed effect."
Rafi-Endo-Insulin-012,Endocrinology,Insulin,Insulin independent uptake of glucose occurs in which tissue (mnemonic BRICK LIPS)?,Skeletal muscle at rest,Adipose tissue,Brain,Cardiac muscle,Smooth muscle,C,"Option C is correct: The mnemonic ""BRICK LIPS"" includes ""Brain"". Option A is incorrect: ""Excursing skeletal muscle"" is independent, resting is dependent (GLUT4). Option B is incorrect: Dependent. Option D is incorrect: Not in mnemonic. Option E is incorrect: Not in mnemonic."
Rafi-Endo-Insulin-013,Endocrinology,Insulin,The type of receptor for insulin dependent uptake in skeletal muscle is:,GLUT 1,GLUT 2,GLUT 3,GLUT 4,GLUT 5,D,"Option D is correct: The text states ""The type of receptor for insulin dependent uptake in skeletal muscle is = GLUT 4"". Option A is incorrect: BRICK LIPS tissues. Option B is incorrect: Liver/Pancreas. Option C is incorrect: Brain. Option E is incorrect: Gut."
Rafi-Endo-Insulin-014,Endocrinology,Insulin,Insulin stimulates all of the following EXCEPT:,Protein synthesis,Glycogen synthesis,Ketogenesis,Lipid storage,Glucose uptake,C,"Option C is correct: The text states ""Insulin stimulates all except = Ketogenesis"". Option A is incorrect: Stimulated. Option B is incorrect: Stimulated. Option D is incorrect: Stimulated. Option E is incorrect: Stimulated."
Rafi-Endo-Insulin-015,Endocrinology,Insulin,Which hormone inhibits hormone-sensitive lipase?,Glucagon,Epinephrine,Growth Hormone,Insulin,Cortisol,D,"Option D is correct: The text states ""Which hormone inhibits hormone-sensitive lipase? = Insulin"". Option A is incorrect: Stimulates. Option B is incorrect: Stimulates. Option C is incorrect: Stimulates. Option E is incorrect: Permissive stimulation."
Rafi-Endo-Insulin-016,Endocrinology,Insulin,Insulin secretion is inhibited by:,Alpha adrenergic blockers,Beta adrenergic blockers,Cholinergic stimulation,Glucose,Sulfonylureas,B,"Option B is correct: The text states ""Insulin secretion is inhibited by? = Beta adrenergic blockers"". Option A is incorrect: Not listed. Option C is incorrect: Stimulates. Option D is incorrect: Stimulates. Option E is incorrect: Stimulates."
Rafi-Endo-Insulin-017,Endocrinology,Insulin,A potent stimulator of insulin secretion from pancreatic islets is:,Somatostatin,Gastric inhibitory peptide,Secretin,Ghrelin,Leptin,B,"Option B is correct: The text states ""A potent stimulator of insulin secretion... is = Gastric inhibitory peptide"". Option A is incorrect: Inhibits. Option C is incorrect: Weak stimulator. Option D is incorrect: Hunger. Option E is incorrect: Satiety."
Rafi-Endo-Insulin-018,Endocrinology,Insulin,The duration of action of protamine zinc insulin is:,6 hours,12 hours,18 hours,24 hours,36 hours,D,"Option D is correct: The text states ""Duration of action of protamine zinc insulin is = 24 hours"". Option A is incorrect: Too short. Option B is incorrect: Too short. Option C is incorrect: Incorrect. Option E is incorrect: Too long."
Rafi-Endo-Insulin-019,Endocrinology,Insulin,"After winning a marathon, a runner's hormone balance will show:","Increased insulin, Decreased glucagon","Decrease insulin, Increase glucagon","Increased insulin, Increased glucagon","Decreased insulin, Decreased glucagon",Normal levels,B,"Option B is correct: The text states ""After finishing, hormone balance... will be = Decrease insulin and increase glucagon"". Option A is incorrect: Opposite of stress/exercise state. Option C is incorrect: Insulin drops in exercise. Option D is incorrect: Glucagon rises. Option E is incorrect: Exercise alters levels."
Rafi-Endo-Insulin-020,Endocrinology,Insulin,The most important hormone involved in gluconeogenesis is:,Glucagon,Growth Hormone,Thyroxine,Cortisol,Epinephrine,D,"Option D is correct: The text states ""The most important hormone involved in gluconeogenesis is = Cortisol"" and ""Main function of Cortisol is = Gluconeogenesis"". Option A is incorrect: Important but Cortisol is listed as ""most important/main function"". Option B is incorrect: Secondary. Option C is incorrect: Metabolic rate. Option E is incorrect: Glycogenolysis."
Rafi-Endo-Insulin-021,Endocrinology,Insulin,What is the effect of Epinephrine on carbohydrate metabolism?,Increase glycogenesis,Increase gluconeogenesis,Increase glycogenolysis,Decrease glycolysis,Decrease glucose release,C,"Option C is correct: The text states ""What is the effect of Epinephrine on carbohydrate metabolism? = Increase glycogenolysis"". Option A is incorrect: Decreases storage. Option B is incorrect: Not the primary listed effect. Option D is incorrect: Increases muscle glycolysis. Option E is incorrect: Increases release."
Rafi-Endo-Insulin-022,Endocrinology,Insulin,The effect common to both Glucagon and Epinephrine is:,Inhibit phosphorylase kinase,Activate phosphorylase kinase,Inhibit Adenylate cyclase,Activate GLUT4,Synthesize glycogen,B,"Option B is correct: The text states ""The effect common to both Glucagon and Epinephrine is = Activate phosphorylase kinase"". Option A is incorrect: They activate it. Option C is incorrect: They activate it (usually). Option D is incorrect: Insulin effect. Option E is incorrect: Insulin effect."
Rafi-Endo-Insulin-023,Endocrinology,Insulin,A 26-year-old female with fainting attacks for 6 years is best investigated with:,CT Scan of brain,MRI,Glucose and insulin test with GTT,HbA1c,Random blood glucose,C,"Option C is correct: The text states ""A 26-year-old female... fainting attacks... investigation would be = Glucose and insulin test with GTT"". Option A is incorrect: Not the primary metabolic test. Option B is incorrect: Not the primary metabolic test. Option D is incorrect: Diabetes marker. Option E is incorrect: Insufficient."
Rafi-Endo-Insulin-024,Endocrinology,Insulin,The basic metabolic function of insulin on carbohydrate is:,Gluconeogenesis,Glycolysis,Glycogenolysis,Lipolysis,Ketogenesis,B,"Option B is correct: The text states ""The basic metabolic function of insulin on carbohydrate is= Glycolysis"". Option A is incorrect: Inhibits. Option C is incorrect: Inhibits. Option D is incorrect: Inhibits. Option E is incorrect: Inhibits."
Rafi-Endo-Insulin-025,Endocrinology,Insulin,Insulin is needed for glucose transport in which tissue?,Brain,RBCs,Skeletal muscle,Intestine,Liver,C,"Option C is correct: The text states ""Insulin needed for glucose transport in= skeletal muscle"". Option A is incorrect: Independent (BRICK LIPS). Option B is incorrect: Independent. Option D is incorrect: Independent. Option E is incorrect: Independent."
Rafi-Endo-Insulin-026,Endocrinology,Insulin,Insulin increases the entry of glucose into:,Brain,Placenta,Skeletal muscle,Kidney,Cornea,C,"Option C is correct: The text states ""Insulin increases the entry of glucose into= skeletal muscle"". Option A is incorrect: Insulin independent. Option B is incorrect: Insulin independent. Option D is incorrect: Insulin independent. Option E is incorrect: Insulin independent."
Rafi-Endo-Insulin-027,Endocrinology,Insulin,Effect of insulin is due to suppression of:,Glycolysis,Gluconeogenesis in the liver,Lipogenesis,Protein synthesis,Potassium uptake,B,"Option B is correct: The text states ""Effect of insulin is due to suppression of = Gluconeogenesis in the liver"". Option A is incorrect: Stimulates. Option C is incorrect: Stimulates. Option D is incorrect: Stimulates. Option E is incorrect: Stimulates."
Rafi-Endo-Insulin-028,Endocrinology,Insulin,Glucagon secretion is increased by:,Hyperglycemia,Somatostatin,Exercise,Insulin,Fatty acids,C,"Option C is correct: The text states ""Glucagon secretion is increased by = Exercise"". Option A is incorrect: Decreases secretion. Option B is incorrect: Inhibits. Option D is incorrect: Inhibits. Option E is incorrect: Suppresses."
Rafi-Endo-Male Reproductive-001,Endocrinology,Male Reproductive,Luteinizing hormone (LH) in males primarily acts on which of the following cells to produce testosterone?,Sertoli cells,Leydig cells,Spermatogonia,Prostate cells,Epididymal cells,B,
Rafi-Endo-Male Reproductive-002,Endocrinology,Male Reproductive,Follicle-stimulating hormone (FSH) acts on which cells to maintain spermatogenesis?,Leydig cells,Sertoli cells,Spermatocytes,Seminal vesicles,Prostate cells,B,
Rafi-Endo-Male Reproductive-003,Endocrinology,Male Reproductive,Which substance is secreted by Sertoli cells to provide negative feedback control of the seminiferous tubules and FSH secretion?,Testosterone,GnRH,Inhibin,Anti-Mullerian hormone,LH,C,
Rafi-Endo-Male Reproductive-004,Endocrinology,Male Reproductive,The most likely function of Sertoli cells is the maintenance of which of the following?,Epididymal motility,Blood-testis barrier,Prostate fluid secretion,Reinke's crystals,Testosterone production,B,
Rafi-Endo-Male Reproductive-005,Endocrinology,Male Reproductive,Anti-Mullerian hormone (Mullerian inhibitory factor) is produced by which cells?,Leydig cells,Spermatogonia,Prostate cells,Sertoli cells,Seminal vesicle cells,D,
Rafi-Endo-Male Reproductive-006,Endocrinology,Male Reproductive,"A tall young male with normal external genitalia has a normal ejaculation period and seminal fluid secretion, but semen analysis shows azoospermia and infertility. The defect is most likely in which cells?",Leydig cells,Sertoli cells,Anterior pituitary cells,Hypothalamic cells,Prostate cells,B,
Rafi-Endo-Male Reproductive-007,Endocrinology,Male Reproductive,Which classical feature is contained within a Leydig cell tumor?,Call-Exner bodies,Reinke's crystals,Schiller-Duval bodies,Psammoma bodies,Howell-Jolly bodies,B,
Rafi-Endo-Male Reproductive-008,Endocrinology,Male Reproductive,What is the most likely cause of increased height and pubic hair in a 7-year-old boy with normal GnRH levels?,Pituitary adenoma,Sertoli cell tumor,Leydig cell tumor,Adrenal hypoplasia,Hypothalamic hamartoma,C,
Rafi-Endo-Male Reproductive-009,Endocrinology,Male Reproductive,Which hormone is primarily responsible for the development of internal genitalia in males?,DHT,Estrogen,Inhibin,Testosterone,FSH,D,
Rafi-Endo-Male Reproductive-010,Endocrinology,Male Reproductive,"Which enzyme is responsible for converting testosterone into its active form at the target tissue, and its inhibition reduces prostate size?",Aromatase,5-alpha reductase,21-hydroxylase,11-beta hydroxylase,17-alpha hydroxylase,B,
Rafi-Endo-Male Reproductive-011,Endocrinology,Male Reproductive,"According to the text, at what stage of life are the lowest testosterone levels present in a male?",Infancy,Preschool,Puberty,Adulthood,Senescence,B,
Rafi-Endo-Male Reproductive-012,Endocrinology,Male Reproductive,Spermatogenesis is stimulated by FSH and which other hormone?,LH,Inhibin,GnRH,Testosterone,Prolactin,D,
Rafi-Endo-Male Reproductive-013,Endocrinology,Male Reproductive,What is the investigation of choice for a married man presenting with azoospermia?,Testicular biopsy,Serum Testosterone,Serum FSH + LH,Semen culture,Scrotal ultrasound,C,
Rafi-Endo-Male Reproductive-014,Endocrinology,Male Reproductive,"In males, antibodies against FSH will most likely cause which of the following?",Decreased testosterone,Increased inhibin,Decreased sperm count,Increased libido,Leydig cell hyperplasia,C,
Rafi-Endo-Male Reproductive-015,Endocrinology,Male Reproductive,Which of the following cells have a haploid number of chromosomes with haploid DNA?,Primary spermatocyte,Secondary spermatocyte,Spermatogonia,Spermatid,Sertoli cell,D,
Rafi-Endo-Male Reproductive-016,Endocrinology,Male Reproductive,What is the typical life span of sperm in the female genital tract?,12-24 hours,24-72 hours,3-5 days,7-10 days,1-2 hours,B,
Rafi-Endo-Male Reproductive-017,Endocrinology,Male Reproductive,"According to the text, how long does spermatogenesis typically take to complete?",30-40 days,45-55 days,64-74 days,90-100 days,120 days,C,
Rafi-Endo-Male Reproductive-018,Endocrinology,Male Reproductive,Which undifferentiated germ cells are found in the basal compartment of seminiferous tubules?,Spermatids,Spermatozoa,Type A spermatogonia,Primary spermatocytes,Secondary spermatocytes,C,
Rafi-Endo-Male Reproductive-019,Endocrinology,Male Reproductive,"During the specific phase of spermiogenesis, what transformation occurs?",Spermatogonia to primary spermatocytes,Primary to secondary spermatocytes,Spermatids to spermatozoa,Secondary spermatocytes to spermatids,Spermatogonia to spermatids,C,
Rafi-Endo-Male Reproductive-020,Endocrinology,Male Reproductive,The part of the sperm containing proteolytic enzymes to digest the zona pellucida is called the:,Nucleus,Midpiece,Tail,Acrosome,Fertilin,D,
Rafi-Endo-Male Reproductive-021,Endocrinology,Male Reproductive,What happens to sperms when they reach the epididymis?,Capacitation,Acrosome reaction,Directional movements and partial motility,Complete loss of motility,Storage only,C,
Rafi-Endo-Male Reproductive-022,Endocrinology,Male Reproductive,"According to the text provided, where are sperms stored?",Epididymis,Vas deferens,Prostate,Seminal vesicles,Testes,D,
Rafi-Endo-Male Reproductive-023,Endocrinology,Male Reproductive,"In a patient who has had a vasectomy, what will be the composition of the ejaculated fluid?",Sperm and seminal fluid,Prostatic and seminal fluid,Prostatic fluid only,Seminal fluid only,No fluid is ejaculated,B,
Rafi-Endo-Male Reproductive-024,Endocrinology,Male Reproductive,"What term is used to describe the absence of sperm cells in semen, which is also noted as the cause of infertility in Kartagener syndrome?",Oligospermia,Asthenozoospermia,Teratozoospermia,Azoospermia,Aspermia,D,
Rafi-Endo-Male Reproductive-025,Endocrinology,Male Reproductive,Which immunoglobulin subtype is most useful in non-invasively diagnosing obstructive azoospermia?,IgA,IgM,IgG,IgE,IgD,C,
Rafi-Endo-Male Reproductive-026,Endocrinology,Male Reproductive,Antisperm antibodies may impede sperm function by all of the following EXCEPT:,Decreasing motility,Agglutination,Removing sperm cap,Blocking cervical mucus penetration,Impairing acrosome reaction,C,
Rafi-Endo-Male Reproductive-027,Endocrinology,Male Reproductive,"A semen analysis shows 25% partially motile, 25% motile, and some twitching spasmodically. Where was this sample likely taken directly from?",Epididymis,Vas deferens,Seminiferous tubules,Prostate,Seminal vesicles,C,
Rafi-Endo-Male Reproductive-028,Endocrinology,Male Reproductive,"At puberty, the effect of testosterone causes the thickening of which structures, leading to a deepening of the voice?",Tracheal rings,Laryngeal cartilages,Epiglottis,Vocal cords only,Pharyngeal constrictors,B,
Rafi-Endo-Male Reproductive-029,Endocrinology,Male Reproductive,"The first sign in the onset of puberty in girls is the appearance of the breast bud, also known as:",Menarche,Adrenarche,Thelarche,Pubarche,Menopause,C,
Rafi-Endo-Male Reproductive-030,Endocrinology,Male Reproductive,What is the normal number of mature sperm in 1 mL of semen?,10-20 million,20-40 million,50-70 million,100-120 million,400 million,D,
Rafi-Endo-Male Reproductive-031,Endocrinology,Male Reproductive,How long does the full regeneration of sperms take?,24 days,48 days,64 days,90 days,120 days,C,
Rafi-Endo-Male Reproductive-032,Endocrinology,Male Reproductive,"In the female genital tract, the typical life span of sperms is:",1-2 hours,12-24 hours,24-72 hours,5-7 days,10 days,C,
Rafi-Endo-Male Reproductive-033,Endocrinology,Male Reproductive,"In spermiogenesis, the acrosome reaction relies on enzymes, and the acrosome itself is formed by which cellular organelle?",Mitochondria,Smooth ER,Rough ER,Golgi apparatus,Lysosomes,D,
Rafi-Endo-Male Reproductive-034,Endocrinology,Male Reproductive,The ovum is surrounded by a non-cellular layer that must be digested by sperm proteolytic enzymes. What is this layer called?,Corona radiata,Theca interna,Zona pellucida,Cumulus oophorus,Stratum granulosum,C,
Rafi-Endo-Parathyroid Gland-001,Endocrinology,Parathyroid Gland,Which of the following causes hypocalcemic tetany?,Primary hyperparathyroidism,Hypervitaminosis D,Hypoparathyroidism,Paget's disease,Renal failure,C,
Rafi-Endo-Parathyroid Gland-002,Endocrinology,Parathyroid Gland,Parathyroid hormone (PTH) regulates calcium by increasing bone resorption and increasing Ca++ reabsorption at which part of the kidney?,Proximal convoluted tubule (PCT),Loop of Henle,Distal convoluted tubule,Collecting duct,Glomerulus,C,
Rafi-Endo-Parathyroid Gland-003,Endocrinology,Parathyroid Gland,PTH increases the excretion of which substance by decreasing its reabsorption in the kidneys' PCT?,Sodium,Potassium,Calcium,Phosphate (PO4),Magnesium,D,
Rafi-Endo-Parathyroid Gland-004,Endocrinology,Parathyroid Gland,Which specific hormone opposes the actions of PTH and is secreted by the parafollicular cells of the thyroid?,Aldosterone,Cortisol,Calcitonin,Thyroxine,Epinephrine,C,
Rafi-Endo-Parathyroid Gland-005,Endocrinology,Parathyroid Gland,What is the specific function of Vitamin D in the kidney?,Phosphate excretion,Sodium reabsorption,Calcium reabsorption,Potassium excretion,Water reabsorption,C,
Rafi-Endo-Parathyroid Gland-006,Endocrinology,Parathyroid Gland,A young lean boy with a radius fracture develops tetany on taking BP. His serum calcium is 6.8. What is the likely cause?,Hyperparathyroidism,Vitamin D deficiency,Excessive calcitonin,Renal failure,Paget's disease,B,
Rafi-Endo-Parathyroid Gland-007,Endocrinology,Parathyroid Gland,"Primary hyperparathyroidism, often characterized by painful bones and renal stones, is most common in which demographic?",Young boys,Pregnant women,Post-menopausal women,Elderly men,Infants,C,
Rafi-Endo-Parathyroid Gland-008,Endocrinology,Parathyroid Gland,"A 65-year-old woman presents with bone pain, constipation, and a corrected serum calcium of 2.95 mmol/L with a PTH of 24 pmol/L. Diagnosis?",Hypoparathyroidism,Secondary hyperparathyroidism,Primary hyperparathyroidism,Tertiary hyperparathyroidism,Vitamin D deficiency,C,
Rafi-Endo-Parathyroid Gland-009,Endocrinology,Parathyroid Gland,"A woman underwent thyroidectomy. After 10 days, she presents with muscle spasm, paresthesia, high PO4, and low Ca. What is the cause?",Hyperparathyroidism,Hypocalcemic tetany (Hypoparathyroidism),Thyroid storm,Vitamin D toxicity,Renal failure,B,
Rafi-Endo-Parathyroid Gland-010,Endocrinology,Parathyroid Gland,"Which condition is characterized by high PTH, low serum Ca++, and high PO4, often due to chronic renal failure?",Primary hyperparathyroidism,Secondary hyperparathyroidism,Tertiary hyperparathyroidism,Hypoparathyroidism,Pseudohypoparathyroidism,B,
Rafi-Endo-Pituitary & Lactation-001,Endocrinology,Pituitary & Lactation,"Which drug causes decreased prolactin levels by acting on dopamine receptors, inhibiting its release from the anterior pituitary?",L-dopa,Haloperidol,Bromocriptine,Metoclopramide,Domperidone,C,
Rafi-Endo-Pituitary & Lactation-002,Endocrinology,Pituitary & Lactation,Prolactin secretion is under predominant inhibitory control by the hypothalamus via which neurotransmitter?,Serotonin,Norepinephrine,GABA,Dopamine,Acetylcholine,D,
Rafi-Endo-Pituitary & Lactation-003,Endocrinology,Pituitary & Lactation,A woman 2 days postpartum wants to breastfeed; what hormonal change is responsible for the milk secretion?,Decreased oxytocin,Hypothalamic prolactin increase,Decreased cortisol,Increased estrogen,Increased progesterone,B,
Rafi-Endo-Pituitary & Lactation-004,Endocrinology,Pituitary & Lactation,"A 30-year-old woman with two children has had no menstrual periods for 6 months, is not pregnant, and has bitemporal hemianopia. What lab finding is most likely?",Hyperthyroidism,Hyperprolactinemia,Hypogonadism,Hypercortisolism,Hypoinsulinemia,B,
Rafi-Endo-Pituitary & Lactation-005,Endocrinology,Pituitary & Lactation,"In more than 50% of lactating women, ovulation is inhibited because prolactin suppresses which hormone from the hypothalamus?",TRH,CRH,GnRH,GHRH,Somatostatin,C,
Rafi-Endo-Pituitary & Lactation-006,Endocrinology,Pituitary & Lactation,"During lactation, ovulation is inhibited primarily by which hormone?",Estrogen,Progesterone,Oxytocin,Prolactin,FSH,D,
Rafi-Endo-Pituitary & Lactation-007,Endocrinology,Pituitary & Lactation,"Regarding oxytocin, which of the following statements is correct according to the text?",Decreases uterine contraction,Released during labor when there is stretch on the cervix,Inhibited by progesterone,Levels peak in the first trimester,Produced in the anterior pituitary,B,
Rafi-Endo-Pituitary & Lactation-008,Endocrinology,Pituitary & Lactation,"During the last trimester, the endometrium/uterus becomes most sensitive to which hormone?",Estrogen,Progesterone,Oxytocin,Prolactin,hCG,C,
Rafi-Endo-Pituitary & Lactation-009,Endocrinology,Pituitary & Lactation,A pregnant lady with a dead fetus is given oxytocin but is not responding to it. This is likely due to a decrease in which receptors in the myometrium?,Progesterone,Estrogen,Prolactin,LH,FSH,B,
Rafi-Endo-Pituitary & Lactation-010,Endocrinology,Pituitary & Lactation,A 38-year-old grand multipara suffered uterine atony post-delivery. What is the first step in management?,Administration of estrogen,Administration of progesterone,Administration of oxytocin,Administration of prolactin,Administration of MgSO4,C,
Rafi-Endo-Pituitary & Lactation-011,Endocrinology,Pituitary & Lactation,Which hormones are required to maintain lactation (lactogenesis)?,"Estrogen, progesterone, LH","Oxytocin, prolactin, cortisol","FSH, LH, GnRH","Insulin, glucagon, cortisol","Aldosterone, renin, angiotensin",B,
Rafi-Endo-Pregnancy & Hormones-001,Endocrinology,Pregnancy & Hormones,A 52-year-old woman has her anterior pituitary removed without adequate hormonal therapy. What will occur first?,Hot flashes,Osteoporosis,Absence of menstruation,Breast atrophy,Vaginal dryness,C,
Rafi-Endo-Pregnancy & Hormones-002,Endocrinology,Pregnancy & Hormones,The substance injected to prevent menstruation during the normal menstrual cycle is:,FSH,LH,Estrogen,HCG,GnRH,D,
Rafi-Endo-Pregnancy & Hormones-003,Endocrinology,Pregnancy & Hormones,"During menstruation and parturition, which layer of the endometrium is shed?",Stratum basalis,Myometrium,Perimetrium,Functionalis (Functional layer),Endocervix,D,
Rafi-Endo-Pregnancy & Hormones-004,Endocrinology,Pregnancy & Hormones,"If the ovarian cycle duration is 32 days, when will ovulation take place?",Day 10,Day 14,Day 18,Day 21,Day 28,C,
Rafi-Endo-Pregnancy & Hormones-005,Endocrinology,Pregnancy & Hormones,Obliteration of the uterine cavity occurs due to the fusion of:,Decidua basalis and capsularis,Decidua parietalis and basalis,Decidua parietalis and capsularis,Chorion and amnion,Yolk sac and allantois,C,
Rafi-Endo-Pregnancy & Hormones-006,Endocrinology,Pregnancy & Hormones,"In the mid-trimester, RBCs are produced primarily from which organ?",Yolk sac,Bone marrow,Spleen,Liver,Thymus,D,
